36.150000, -2.250000, 3.150000
36.450000, -2.100000, 4.200000
36.750000, -1.200000, 4.500000
36.750000, -1.200000, 4.500000
36.600000, -0.300000, 3.600000
37.500000, -0.450000, 4.500000
36.450000, -0.450000, 2.250000
36.000000, -2.400000, 4.500000
36.450000, -1.650000, 3.450000
36.450000, -1.650000, 3.450000
35.700000, -0.900000, 3.750000
36.000000, -0.900000, 1.500000
37.950000, -0.900000, 2.250000
36.450000, -0.450000, 2.250000
36.000000, -0.450000, 3.450000
38.100000, -3.000000, 1.050000
36.450000, -0.900000, 1.200000
36.900000, -0.750000, 2.100000
38.400000, -1.500000, 1.050000
37.200000, 0.150000, 1.500000
36.750000, -2.400000, 1.500000
36.150000, -1.050000, 2.550000
37.500000, -0.450000, 3.000000
35.700000, -0.900000, 3.000000
36.750000, -0.900000, 3.750000
37.950000, -0.450000, 3.450000
36.450000, -1.200000, 3.000000
36.900000, -1.500000, 3.900000
36.900000, -1.500000, 3.150000
36.900000, -1.500000, 3.150000
37.200000, -1.200000, 2.700000
36.900000, 0.300000, 2.850000
37.500000, -0.900000, 3.750000
34.800000, -1.800000, 3.150000
34.800000, -1.800000, 3.150000
36.750000, -1.650000, 2.700000
36.000000, -1.200000, 1.200000
37.650000, -1.050000, 3.900000
38.400000, -1.050000, 1.800000
36.900000, -1.800000, 2.550000
36.900000, -1.800000, 2.550000
37.350000, -1.800000, 1.050000
38.850000, -1.800000, 2.550000
37.950000, -2.100000, 2.250000
37.650000, -1.050000, 1.800000
37.650000, 36.150000, 2.100000
37.650000, -1.500000, 1.350000
37.350000, -1.050000, 2.550000
37.200000, -0.900000, 2.700000
36.750000, -0.900000, 3.750000
36.900000, -1.800000, 2.550000
36.900000, -1.800000, 1.800000
35.850000, -2.250000, 1.350000
36.600000, -1.800000, 0.300000
36.000000, -1.650000, 1.950000
36.750000, -0.900000, 1.950000
36.150000, -1.800000, 3.600000
38.850000, -1.800000, 2.100000
36.450000, -0.900000, 1.950000
36.750000, -0.900000, 3.450000
37.350000, -0.750000, 3.150000
36.600000, -2.250000, 2.850000
36.750000, -0.450000, 2.250000
37.350000, 0.000000, 2.850000
36.000000, 0.150000, 1.950000
36.000000, 0.150000, 1.950000
35.100000, -1.500000, 3.600000
37.200000, -0.150000, 2.700000
37.350000, -1.500000, 3.600000
37.500000, 0.900000, 3.450000
36.150000, 1.050000, 3.600000
36.150000, 1.050000, 3.600000
34.800000, 1.500000, 3.900000
35.850000, 1.050000, 2.850000
34.500000, 3.600000, 5.550000
35.550000, 3.300000, 5.100000
34.800000, 3.750000, 5.100000
34.050000, 3.000000, 3.600000
34.050000, 4.200000, 2.850000
34.350000, 3.750000, 4.350000
34.200000, 4.350000, 3.000000
34.500000, 5.850000, 4.200000
34.950000, 4.650000, 2.700000
33.450000, 6.300000, 2.700000
31.800000, 6.750000, 3.600000
31.800000, 6.450000, 4.350000
32.400000, 8.850000, 5.250000
31.800000, 7.950000, 3.900000
31.950000, 9.300000, 3.450000
30.450000, 8.100000, 5.250000
