   -2.32,   25.55,   39.68
   -2.32,   25.25,   39.23
   -3.12,   26.01,   40.44
   -2.18,   25.85,   40.89
   -2.17,   25.86,   40.13
   -1.70,   24.94,   40.88
   -3.74,   25.40,   40.14
   -3.27,   24.18,   39.54
   -3.74,   26.16,   40.14
   -2.17,   24.94,   40.13
   -1.54,   24.02,   39.68
   -3.11,   26.01,   39.68
   -2.33,   24.79,   39.98
   -1.70,   26.16,   40.13
   -3.76,   24.93,   41.66
   -1.70,   25.40,   39.82
   -0.91,   24.63,   40.12
   -2.33,   24.48,   40.74
   -2.49,   25.85,   40.59
   -2.80,   23.72,   39.99
   -2.34,   24.02,   41.50
   -2.49,   23.87,   40.59
   -2.33,   24.02,   39.98
   -1.38,   25.40,   40.13
   -2.33,   24.79,   40.44
   -4.22,   25.24,   40.45
   -2.80,   25.55,   39.68
   -2.01,   24.79,   39.22
   -3.90,   26.01,   39.99
   -2.96,   24.94,   40.14
   -2.01,   25.55,   39.98
   -1.53,   24.79,   39.22
   -1.53,   24.79,   39.22
   -3.27,   24.94,   39.84
   -3.90,   26.01,   40.44
   -3.11,   25.24,   39.99
   -4.05,   24.18,   38.79
   -4.05,   24.18,   38.79
   -2.80,   24.48,   39.68
   -2.95,   26.16,   39.83
   -3.74,   26.62,   39.84
   -1.22,   25.55,   38.91
   -2.01,   25.25,   39.22
   -2.48,   24.94,   39.08
   -3.11,   27.08,   39.98
   -2.82,   24.78,   42.25
   -2.32,   25.55,   39.22
   -2.01,   25.25,   39.22
   -2.95,   25.40,   39.23
   -3.28,   25.85,   40.89
   -2.79,   24.79,   39.23
   -2.02,   24.78,   40.74
   -3.74,   24.94,   39.84
   -3.12,   25.24,   40.44
   -3.12,   23.71,   41.50
   -2.80,   25.24,   39.98
   -3.12,   25.55,   40.74
   -3.75,   25.85,   40.59
   -2.81,   25.24,   41.19
   -2.96,   24.94,   40.14
   -3.27,   25.86,   40.14
   -2.17,   24.94,   40.59
   -2.34,   26.31,   41.19
   -2.34,   26.31,   41.19
   -2.33,   23.71,   40.74
   -3.43,   24.78,   40.44
   -2.17,   25.85,   40.58
   -2.33,   25.55,   40.43
   -2.33,   25.55,   40.43
   -2.81,   24.02,   41.20
   -2.01,   25.24,   40.43
   -2.02,   24.02,   41.19
   -2.80,   24.48,   39.99
   -1.69,   24.64,   38.77
   -1.69,   24.64,   38.77
   -2.95,   25.86,   39.83
   -4.05,   25.86,   38.78
   -2.96,   26.16,   40.59
   -2.18,   25.85,   40.89
   -2.32,   26.32,   39.68
   -3.74,   25.40,   40.14
   -3.75,   26.16,   40.90
   -2.33,   26.01,   40.43
   -2.96,   25.40,   40.14
   -2.96,   23.41,   40.14
   -3.28,   24.63,   40.59
   -2.80,   24.79,   39.99
   -3.43,   26.31,   40.44
   -4.06,   24.63,   39.84
   -3.12,   24.48,   41.20
   -3.43,   25.24,   40.75
   -2.80,   24.48,   40.44
   -2.34,   24.78,   41.80
   -3.74,   25.40,   39.84
   -3.28,   26.16,   41.65
   -4.54,   24.63,   41.36
   -2.96,   26.16,   40.59
   -2.80,   25.55,   39.98
   -3.27,   26.16,   40.14
   -3.27,   26.16,   40.14
   -2.16,   27.39,   39.07
   -2.80,   24.79,   39.99
   -3.75,   24.63,   40.90
   -2.95,   25.40,   39.83
   -2.49,   24.63,   40.59
   -2.49,   24.63,   40.59
   -3.74,   24.64,   39.09
   -3.75,   23.87,   40.90
   -3.27,   24.63,   40.14
   -3.12,   24.79,   40.44
   -3.43,   26.32,   39.68
   -3.43,   26.32,   39.68
   -2.80,   25.24,   40.44
   -2.32,   24.79,   39.23
   -4.06,   24.94,   40.90
   -2.01,   26.01,   40.43
   -3.28,   25.40,   40.59
   -2.17,   24.94,   39.53
   -3.91,   26.31,   41.80
   -4.06,   24.63,   40.15
   -3.28,   26.62,   41.35
   -4.07,   23.87,   41.36
   -3.28,   24.94,   40.59
   -3.44,   25.55,   41.20
   -2.18,   25.39,   42.10
   -1.55,   27.08,   41.18
   -2.34,   25.24,   41.49
   -2.34,   25.55,   41.49
   -3.12,   23.71,   40.75
   -4.70,   25.24,   41.21
   -2.34,   25.55,   41.49
   -2.33,   23.72,   39.99
   -3.43,   25.55,   40.44
   -3.28,   24.94,   40.59
   -4.22,   26.01,   40.45
   -3.76,   24.63,   41.66
   -3.76,   24.63,   41.66
   -2.96,   24.94,   40.14
   -2.18,   24.63,   42.10
   -2.49,   24.94,   40.59
   -2.81,   24.48,   41.20
   -3.74,   23.87,   40.15
   -3.74,   23.87,   40.15
   -3.91,   24.78,   40.75
   -2.49,   23.10,   41.35
   -3.12,   23.26,   40.45
   -3.12,   24.78,   40.74
   -3.12,   24.78,   40.74
   -3.92,   25.54,   43.02
   -3.27,   24.94,   40.14
   -2.50,   24.63,   41.65
   -4.22,   25.24,   40.75
   -2.96,   25.85,   40.89
   -4.22,   26.31,   40.75
   -3.76,   24.93,   41.66
   -2.81,   25.24,   41.19
   -3.13,   26.00,   42.25
   -2.50,   24.63,   42.40
   -2.96,   24.17,   40.59
   -2.18,   24.17,   41.65
   -3.13,   25.55,   41.80
   -2.48,   24.94,   40.13
   -4.06,   24.17,   40.90
   -2.81,   25.55,   41.50
   -3.27,   24.94,   40.14
   -3.75,   25.85,   41.35
   -3.12,   24.48,   41.20
   -3.75,   25.85,   40.59
   -4.22,   26.01,   41.20
   -3.91,   25.55,   41.20
   -3.74,   26.62,   39.53
   -3.75,   25.85,   40.90
   -3.27,   26.92,   40.59
   -3.27,   26.92,   40.59
   -2.18,   25.85,   41.64
   -3.28,   24.93,   41.65
   -3.12,   24.02,   41.50
   -3.14,   25.23,   43.31
   -3.14,   25.23,   43.31
   -3.76,   24.93,   42.11
   -3.76,   26.16,   42.11
   -3.44,   24.48,   41.81
   -2.50,   24.93,   41.65
   -3.91,   24.48,   41.81
   -3.91,   24.48,   41.81
   -3.91,   24.78,   41.51
   -5.32,   26.16,   40.15
   -3.44,   26.01,   41.20
   -5.01,   24.78,   41.21
   -4.86,   23.87,   41.36
   -4.53,   23.87,   40.15
   -4.85,   24.17,   40.15
   -4.22,   25.55,   40.75
   -6.11,   24.94,   40.16
